,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31592,38.0,female,Associate,133293.0,14,OWN,12000.0,PERSONAL,12.99,0.09,11.0,568.0,Yes,0.0
2258,22.0,male,High School,38044.0,0,MORTGAGE,3000.0,MEDICAL,12.54,0.08,3.0,,No,0.0
16492,22.0,male,Master,100539.0,0,OWN,25000.0,EDUCATION,15.95,0.25,2.0,686.0,No,0.0
30660,37.0,male,High School,72995.0,13,MORTGAGE,6000.0,HOMEIMPROVEMENT,9.32,0.08,16.0,,No,0.0
35606,28.0,male,Bachelor,133302.0,3,MORTGAGE,15000.0,EDUCATION,12.9,0.11,5.0,655.0,Yes,0.0
36940,24.0,female,Associate,57116.0,1,MORTGAGE,10000.0,PERSONAL,13.55,0.18,4.0,680.0,No,0.0
19861,31.0,female,Bachelor,57413.0,10,RENT,11000.0,MEDICAL,11.14,0.19,9.0,714.0,Yes,0.0
13442,26.0,,Master,42751.0,2,OWN,4175.0,VENTURE,7.74,0.1,4.0,611.0,Yes,0.0
43789,27.0,male,Associate,75161.0,2,RENT,30000.0,MEDICAL,17.92,0.4,3.0,649.0,No,1.0
23075,28.0,male,Associate,60977.0,7,RENT,8000.0,MEDICAL,14.65,0.13,9.0,604.0,Yes,0.0
25483,35.0,male,Bachelor,44240.0,9,RENT,3000.0,PERSONAL,11.01,0.07,10.0,670.0,No,1.0
33547,27.0,,Master,72961.0,5,MORTGAGE,7000.0,HOMEIMPROVEMENT,6.99,0.1,10.0,701.0,No,0.0
40136,24.0,female,,84747.0,5,RENT,8000.0,DEBTCONSOLIDATION,12.94,0.09,4.0,588.0,Yes,0.0
17620,23.0,male,High School,45598.0,0,MORTGAGE,3600.0,MEDICAL,15.62,0.08,4.0,626.0,No,1.0
20086,28.0,male,Master,24002.0,4,RENT,4000.0,DEBTCONSOLIDATION,12.69,0.17,8.0,628.0,No,1.0
24285,31.0,female,High School,72738.0,9,RENT,4200.0,HOMEIMPROVEMENT,8.49,0.06,10.0,593.0,No,
26009,30.0,male,Bachelor,114848.0,7,MORTGAGE,4000.0,PERSONAL,5.99,0.03,9.0,587.0,Yes,0.0
8897,23.0,female,Associate,73211.0,1,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.29,0.16,3.0,566.0,Yes,0.0
35133,28.0,male,High School,42133.0,4,OWN,16743.0,PERSONAL,10.13,0.4,7.0,,Yes,0.0
34975,33.0,female,Associate,39457.0,12,RENT,4000.0,MEDICAL,8.48,0.1,9.0,610.0,No,0.0
44482,28.0,female,Master,25167.0,6,RENT,4250.0,DEBTCONSOLIDATION,16.34,0.17,8.0,613.0,No,1.0
2928,24.0,female,Master,132970.0,0,RENT,3000.0,VENTURE,7.88,0.02,2.0,659.0,No,0.0
43462,34.0,male,,64786.0,12,RENT,1297.0,PERSONAL,15.31,0.02,10.0,,No,1.0
15864,,male,Associate,242357.0,5,MORTGAGE,14000.0,DEBTCONSOLIDATION,7.66,0.06,4.0,610.0,No,0.0
22088,29.0,female,Bachelor,66418.0,8,RENT,6300.0,VENTURE,10.75,0.09,10.0,572.0,No,0.0
14273,23.0,male,Associate,124795.0,0,MORTGAGE,21850.0,DEBTCONSOLIDATION,10.0,0.18,3.0,600.0,Yes,0.0
28990,31.0,male,Master,193030.0,10,RENT,3600.0,VENTURE,15.23,0.02,9.0,662.0,Yes,0.0
40571,25.0,male,High School,37074.0,0,RENT,4800.0,EDUCATION,7.15,0.13,4.0,621.0,No,0.0
19884,28.0,,Master,85022.0,1,RENT,11000.0,VENTURE,13.79,0.13,8.0,604.0,No,0.0
8433,24.0,,High School,121303.0,3,RENT,7500.0,MEDICAL,11.49,0.06,4.0,519.0,Yes,0.0
28453,35.0,male,Master,49083.0,10,MORTGAGE,15000.0,MEDICAL,14.42,0.31,6.0,615.0,No,1.0
35613,27.0,female,High School,116332.0,7,RENT,17317.0,PERSONAL,11.31,0.15,6.0,637.0,No,
27785,29.0,female,Master,253340.0,7,MORTGAGE,14000.0,MEDICAL,12.42,0.06,6.0,,No,0.0
12819,23.0,male,Bachelor,102948.0,4,MORTGAGE,25000.0,VENTURE,10.36,0.24,4.0,594.0,Yes,0.0
16411,22.0,female,Associate,42793.0,0,RENT,9600.0,VENTURE,19.16,0.22,4.0,662.0,No,1.0
8801,24.0,male,High School,41555.0,6,RENT,8000.0,VENTURE,16.49,0.19,3.0,622.0,No,1.0
20353,28.0,female,Bachelor,49018.0,5,MORTGAGE,,VENTURE,11.01,0.1,10.0,694.0,No,0.0
35387,28.0,female,Master,150905.0,6,MORTGAGE,8000.0,MEDICAL,9.88,0.05,8.0,,No,0.0
27399,27.0,female,Master,167024.0,5,MORTGAGE,17000.0,PERSONAL,7.88,0.1,5.0,605.0,No,0.0
31910,41.0,male,High School,533530.0,19,MORTGAGE,2500.0,EDUCATION,15.31,0.0,11.0,667.0,Yes,0.0
5941,21.0,male,High School,57803.0,0,MORTGAGE,14000.0,EDUCATION,6.03,0.24,2.0,598.0,Yes,0.0
492,24.0,,High School,23071.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.22,3.0,571.0,No,1.0
24069,30.0,male,Master,84819.0,7,MORTGAGE,11250.0,PERSONAL,12.21,0.13,10.0,,Yes,0.0
41372,31.0,female,High School,67161.0,5,RENT,10200.0,PERSONAL,13.07,0.15,6.0,700.0,Yes,0.0
21322,29.0,female,High School,50488.0,5,MORTGAGE,,MEDICAL,7.51,0.08,9.0,526.0,No,1.0
4705,24.0,female,Associate,51218.0,1,MORTGAGE,11000.0,PERSONAL,5.42,0.21,4.0,675.0,No,0.0
32249,36.0,,High School,193168.0,15,OWN,24000.0,VENTURE,14.96,0.12,15.0,635.0,Yes,0.0
18486,27.0,male,Associate,28837.0,4,OWN,5000.0,MEDICAL,11.48,0.17,8.0,622.0,Yes,0.0
1432,23.0,female,Master,18051.0,1,RENT,1100.0,EDUCATION,11.99,0.06,4.0,655.0,No,0.0
34444,24.0,male,,102848.0,0,RENT,16000.0,VENTURE,6.19,0.16,3.0,657.0,No,0.0
40201,35.0,male,Associate,54797.0,15,RENT,12000.0,MEDICAL,11.48,0.22,7.0,620.0,Yes,0.0
10071,24.0,female,Bachelor,79020.0,2,MORTGAGE,14000.0,VENTURE,15.31,0.18,4.0,534.0,Yes,0.0
13802,22.0,female,Bachelor,115708.0,0,MORTGAGE,20000.0,EDUCATION,7.88,0.17,3.0,635.0,No,
37453,27.0,male,Master,42998.0,3,RENT,6000.0,MEDICAL,9.8,0.14,10.0,660.0,No,0.0
8262,26.0,,,68954.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,9.63,0.09,4.0,703.0,No,0.0
33614,,,Master,57177.0,2,RENT,8800.0,EDUCATION,7.69,0.15,4.0,691.0,Yes,0.0
20743,29.0,female,High School,39524.0,6,RENT,5000.0,HOMEIMPROVEMENT,11.01,0.13,10.0,593.0,No,1.0
11164,26.0,female,Associate,60877.0,5,RENT,10000.0,HOMEIMPROVEMENT,6.91,0.16,2.0,,Yes,0.0
41353,30.0,female,Associate,108857.0,8,MORTGAGE,24250.0,MEDICAL,11.5,0.22,6.0,614.0,Yes,0.0
43899,,male,Bachelor,36799.0,3,RENT,5300.0,EDUCATION,15.58,0.14,4.0,616.0,No,
39623,30.0,female,High School,66782.0,5,RENT,3600.0,DEBTCONSOLIDATION,9.62,0.05,7.0,600.0,Yes,0.0
20615,32.0,female,Master,31532.0,10,RENT,9950.0,EDUCATION,12.68,0.32,7.0,680.0,No,1.0
19625,31.0,female,Bachelor,42967.0,10,MORTGAGE,8000.0,PERSONAL,5.42,0.19,9.0,708.0,No,0.0
6466,23.0,female,Bachelor,60807.0,0,MORTGAGE,17000.0,EDUCATION,12.42,0.28,3.0,,Yes,0.0
6043,22.0,male,Bachelor,56081.0,1,RENT,5750.0,EDUCATION,8.94,0.1,3.0,,Yes,0.0
38728,25.0,male,Master,73083.0,2,MORTGAGE,3400.0,EDUCATION,11.01,0.05,3.0,713.0,No,0.0
7553,26.0,female,High School,42121.0,8,RENT,6400.0,HOMEIMPROVEMENT,17.49,0.15,3.0,553.0,No,1.0
2637,24.0,female,Master,41088.0,2,MORTGAGE,,HOMEIMPROVEMENT,11.01,0.24,4.0,693.0,Yes,0.0
32251,36.0,male,Associate,74155.0,9,MORTGAGE,10000.0,VENTURE,10.25,0.13,14.0,687.0,Yes,0.0
39599,35.0,male,Bachelor,145045.0,12,MORTGAGE,8934.0,MEDICAL,11.82,0.06,7.0,666.0,Yes,0.0
18807,34.0,female,Bachelor,48928.0,10,RENT,1200.0,DEBTCONSOLIDATION,7.88,0.02,8.0,652.0,No,0.0
31453,42.0,,Associate,116164.0,21,MORTGAGE,5100.0,PERSONAL,5.42,0.04,14.0,641.0,Yes,
39069,26.0,female,Bachelor,37469.0,1,RENT,5172.0,EDUCATION,7.16,0.14,6.0,658.0,Yes,0.0
6944,23.0,male,Bachelor,61263.0,1,MORTGAGE,11200.0,VENTURE,7.42,0.18,3.0,639.0,No,0.0
12398,26.0,male,Associate,49993.0,2,RENT,12000.0,PERSONAL,11.01,0.24,2.0,614.0,Yes,
20304,31.0,female,Associate,48762.0,13,MORTGAGE,4625.0,DEBTCONSOLIDATION,12.42,0.09,5.0,472.0,Yes,0.0
24930,33.0,female,Associate,94502.0,9,MORTGAGE,20000.0,MEDICAL,12.18,0.21,8.0,639.0,Yes,0.0
13232,22.0,male,Bachelor,44077.0,0,RENT,12200.0,PERSONAL,11.49,0.28,3.0,679.0,No,1.0
25562,27.0,male,Master,104148.0,6,MORTGAGE,16000.0,HOMEIMPROVEMENT,14.42,0.15,6.0,587.0,Yes,0.0
26173,28.0,,Associate,60875.0,7,RENT,14000.0,VENTURE,6.54,0.23,6.0,648.0,No,0.0
34214,25.0,female,Bachelor,35629.0,2,RENT,5000.0,EDUCATION,8.37,0.14,4.0,639.0,Yes,0.0
35015,43.0,,Associate,169350.0,22,MORTGAGE,21335.0,MEDICAL,11.75,0.13,11.0,,No,0.0
27115,34.0,female,High School,22361.0,10,RENT,,MEDICAL,11.48,0.07,6.0,624.0,No,1.0
32126,37.0,male,Master,30726.0,14,RENT,2775.0,HOMEIMPROVEMENT,15.65,0.09,12.0,736.0,No,1.0
29446,48.0,female,,35430.0,26,RENT,1500.0,MEDICAL,7.51,0.04,15.0,596.0,Yes,0.0
38355,30.0,female,Bachelor,80594.0,9,MORTGAGE,2814.0,DEBTCONSOLIDATION,13.16,0.03,7.0,513.0,Yes,0.0
25516,28.0,male,Bachelor,91095.0,2,RENT,12000.0,HOMEIMPROVEMENT,9.63,0.13,7.0,711.0,Yes,0.0
30466,48.0,female,High School,66983.0,27,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.15,11.0,734.0,No,0.0
32634,31.0,female,Master,345369.0,7,MORTGAGE,25000.0,EDUCATION,16.09,0.07,10.0,623.0,Yes,0.0
20093,28.0,female,Associate,24991.0,5,RENT,4000.0,DEBTCONSOLIDATION,10.99,0.16,9.0,695.0,Yes,
30801,41.0,,High School,40410.0,19,RENT,9400.0,VENTURE,8.9,0.23,16.0,663.0,No,0.0
44370,31.0,male,High School,48937.0,9,RENT,14519.0,DEBTCONSOLIDATION,10.8,0.3,7.0,647.0,No,1.0
6585,23.0,male,Associate,59670.0,1,RENT,6000.0,PERSONAL,7.9,0.1,3.0,521.0,Yes,0.0
38400,23.0,male,High School,39358.0,0,MORTGAGE,1200.0,EDUCATION,7.99,0.03,2.0,633.0,Yes,0.0
23898,28.0,male,Master,81388.0,9,MORTGAGE,14400.0,VENTURE,9.88,0.18,10.0,657.0,Yes,0.0
23049,30.0,male,Bachelor,72924.0,7,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.74,0.21,5.0,547.0,Yes,0.0
29333,37.0,female,Bachelor,111662.0,12,RENT,20000.0,DEBTCONSOLIDATION,14.46,0.18,15.0,633.0,No,1.0
40935,24.0,female,High School,29622.0,2,RENT,2800.0,DEBTCONSOLIDATION,11.0,0.09,5.0,681.0,Yes,0.0
19566,28.0,female,Master,64572.0,6,RENT,3000.0,MEDICAL,11.01,0.05,9.0,640.0,No,1.0
8196,,male,High School,28862.0,4,RENT,7500.0,EDUCATION,13.24,0.26,2.0,700.0,No,1.0
27697,28.0,female,High School,202656.0,5,OWN,6800.0,MEDICAL,11.01,0.03,7.0,,Yes,0.0
23714,,male,High School,78775.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.75,0.19,5.0,654.0,No,0.0
42683,30.0,male,High School,87550.0,8,RENT,25000.0,MEDICAL,14.33,0.29,7.0,603.0,No,1.0
4231,24.0,male,Associate,42201.0,2,RENT,4500.0,EDUCATION,14.84,0.11,3.0,618.0,No,1.0
13266,24.0,male,High School,36865.0,2,RENT,12300.0,EDUCATION,10.74,0.33,2.0,604.0,No,
44102,27.0,,Associate,50180.0,4,RENT,12723.0,MEDICAL,13.59,0.25,5.0,680.0,No,1.0
16206,26.0,male,Associate,42851.0,4,RENT,12875.0,EDUCATION,11.01,0.3,3.0,,No,1.0
26400,35.0,male,Bachelor,120845.0,12,MORTGAGE,12000.0,EDUCATION,15.76,0.1,6.0,674.0,No,
13487,26.0,female,Associate,97186.0,4,MORTGAGE,10000.0,PERSONAL,11.01,0.1,2.0,670.0,No,1.0
42571,35.0,female,High School,69434.0,12,RENT,6173.0,MEDICAL,11.05,0.09,10.0,476.0,No,1.0
44750,31.0,,Bachelor,41946.0,9,RENT,7500.0,HOMEIMPROVEMENT,15.18,0.18,5.0,618.0,No,1.0
32396,55.0,female,Associate,58697.0,36,RENT,5500.0,EDUCATION,10.62,0.09,22.0,679.0,No,1.0
17203,23.0,male,Bachelor,57333.0,2,OWN,7000.0,EDUCATION,5.79,0.12,3.0,688.0,Yes,0.0
19801,29.0,male,,47121.0,9,RENT,3550.0,VENTURE,11.49,0.08,7.0,671.0,No,0.0
20025,33.0,female,High School,123500.0,10,RENT,3600.0,MEDICAL,11.01,0.03,6.0,,No,1.0
5330,23.0,male,Associate,54805.0,3,MORTGAGE,14000.0,EDUCATION,11.49,0.26,2.0,596.0,Yes,0.0
14919,25.0,male,Associate,144945.0,1,MORTGAGE,21000.0,HOMEIMPROVEMENT,7.9,0.14,2.0,603.0,Yes,0.0
7685,22.0,female,Associate,66013.0,1,MORTGAGE,7000.0,PERSONAL,8.94,0.11,2.0,577.0,No,0.0
43510,37.0,female,Bachelor,59794.0,15,RENT,,DEBTCONSOLIDATION,17.82,0.26,11.0,648.0,No,1.0
1574,23.0,male,Master,34814.0,0,OWN,9250.0,MEDICAL,10.75,0.27,2.0,668.0,Yes,0.0
23001,34.0,male,Bachelor,73231.0,11,MORTGAGE,10175.0,EDUCATION,11.01,0.14,5.0,,Yes,0.0
17258,22.0,male,Associate,93174.0,0,MORTGAGE,12400.0,VENTURE,7.51,0.13,2.0,587.0,Yes,0.0
39667,28.0,female,Master,102836.0,4,RENT,10000.0,EDUCATION,14.37,0.1,8.0,690.0,No,0.0
5514,26.0,male,Associate,54739.0,8,MORTGAGE,4000.0,HOMEIMPROVEMENT,13.92,0.07,2.0,703.0,Yes,0.0
16893,22.0,female,Bachelor,25101.0,0,RENT,4000.0,PERSONAL,9.45,0.16,3.0,715.0,Yes,0.0
31837,37.0,male,,188225.0,17,MORTGAGE,4000.0,HOMEIMPROVEMENT,8.49,0.02,15.0,656.0,No,0.0
26661,28.0,female,High School,132898.0,6,MORTGAGE,22400.0,PERSONAL,11.01,0.17,6.0,573.0,No,0.0
20002,33.0,male,Associate,66968.0,13,RENT,3600.0,PERSONAL,6.99,0.05,6.0,695.0,Yes,0.0
10114,25.0,male,Associate,69350.0,4,RENT,9500.0,EDUCATION,6.17,0.14,4.0,677.0,Yes,0.0
41065,,female,Associate,93434.0,13,MORTGAGE,5982.0,VENTURE,6.8,0.06,12.0,686.0,Yes,0.0
27675,32.0,female,Master,192658.0,9,MORTGAGE,17400.0,VENTURE,7.88,0.09,7.0,700.0,No,
1141,23.0,male,Associate,72793.0,0,RENT,17000.0,PERSONAL,11.11,0.23,2.0,625.0,Yes,0.0
33566,29.0,male,Master,96852.0,1,MORTGAGE,15000.0,MEDICAL,11.01,0.15,10.0,727.0,Yes,0.0
31558,43.0,female,High School,112795.0,19,MORTGAGE,7500.0,DEBTCONSOLIDATION,12.86,0.07,15.0,679.0,No,1.0
915,25.0,female,Bachelor,29498.0,6,MORTGAGE,6000.0,MEDICAL,14.59,0.2,2.0,664.0,No,1.0
33269,24.0,female,Associate,112475.0,1,MORTGAGE,3000.0,DEBTCONSOLIDATION,7.5,0.03,4.0,,Yes,0.0
4698,,male,Bachelor,84777.0,3,RENT,4900.0,PERSONAL,9.99,0.06,2.0,678.0,No,0.0
7277,24.0,female,,27134.0,1,RENT,6500.0,VENTURE,14.79,0.24,4.0,665.0,No,
42039,23.0,male,Master,97049.0,0,RENT,16000.0,VENTURE,12.72,0.16,4.0,667.0,No,
2617,21.0,,Associate,40916.0,0,MORTGAGE,6425.0,PERSONAL,9.63,0.16,3.0,,No,0.0
4607,21.0,male,Master,144840.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.71,0.07,3.0,683.0,No,0.0
25065,30.0,male,High School,37129.0,6,RENT,12000.0,DEBTCONSOLIDATION,15.21,0.32,6.0,635.0,No,1.0
16031,22.0,female,Master,91530.0,0,RENT,20000.0,MEDICAL,11.01,0.22,2.0,,No,0.0
30500,36.0,male,Associate,68871.0,16,MORTGAGE,12000.0,VENTURE,7.49,0.17,17.0,696.0,No,0.0
44297,27.0,male,High School,15497.0,6,RENT,4000.0,MEDICAL,13.46,0.26,7.0,576.0,No,1.0
30063,40.0,female,Associate,71604.0,17,RENT,5000.0,EDUCATION,7.49,0.07,11.0,661.0,No,0.0
20043,30.0,female,Bachelor,46824.0,11,OWN,12600.0,MEDICAL,11.01,0.27,8.0,673.0,Yes,0.0
17165,22.0,female,Associate,55158.0,0,OWN,4750.0,EDUCATION,6.39,0.09,4.0,628.0,Yes,0.0
31221,42.0,male,High School,51247.0,22,RENT,,PERSONAL,10.37,0.23,11.0,681.0,No,0.0
24176,35.0,male,High School,53875.0,13,RENT,10000.0,DEBTCONSOLIDATION,6.54,0.19,6.0,651.0,Yes,0.0
15571,25.0,male,Bachelor,161820.0,5,MORTGAGE,7500.0,VENTURE,13.49,0.05,2.0,684.0,No,1.0
30689,,male,Associate,74221.0,25,OWN,20000.0,MEDICAL,13.22,0.27,17.0,716.0,No,0.0
3971,24.0,female,Bachelor,61096.0,2,RENT,4000.0,VENTURE,7.88,0.07,3.0,710.0,No,0.0
6408,25.0,,Master,53259.0,4,MORTGAGE,9000.0,DEBTCONSOLIDATION,15.62,0.17,3.0,685.0,No,
22809,27.0,female,Bachelor,36136.0,6,RENT,7750.0,MEDICAL,11.86,0.21,5.0,,No,
17974,28.0,male,Bachelor,259589.0,6,MORTGAGE,21000.0,VENTURE,11.99,0.08,7.0,,No,0.0
18881,27.0,male,Bachelor,66374.0,3,RENT,1500.0,EDUCATION,13.23,0.02,8.0,640.0,Yes,0.0
4627,25.0,male,High School,51537.0,0,MORTGAGE,13975.0,VENTURE,8.9,0.27,4.0,653.0,Yes,
26936,,female,Master,59091.0,7,RENT,15000.0,MEDICAL,12.99,0.25,7.0,593.0,No,1.0
43625,24.0,male,Bachelor,76551.0,2,RENT,16716.0,MEDICAL,15.72,0.22,4.0,625.0,No,1.0
71,22.0,male,Associate,69042.0,0,RENT,28000.0,MEDICAL,11.01,0.41,2.0,598.0,No,1.0
5352,26.0,male,Master,51319.0,3,RENT,8500.0,MEDICAL,11.14,0.17,4.0,581.0,Yes,
35621,23.0,female,Bachelor,71325.0,4,MORTGAGE,4000.0,MEDICAL,8.0,0.06,3.0,518.0,Yes,0.0
22789,30.0,male,Master,70615.0,6,OWN,6000.0,PERSONAL,5.79,0.08,5.0,594.0,Yes,0.0
22312,,male,High School,32311.0,6,RENT,7000.0,EDUCATION,11.01,0.22,9.0,552.0,Yes,0.0
6896,22.0,male,High School,60778.0,0,MORTGAGE,7200.0,VENTURE,11.01,0.12,2.0,614.0,Yes,0.0
4977,21.0,female,Bachelor,51140.0,2,RENT,5000.0,EDUCATION,9.32,0.1,4.0,652.0,No,0.0
28520,30.0,female,Bachelor,145234.0,8,MORTGAGE,7500.0,VENTURE,15.65,0.05,8.0,665.0,No,0.0
27586,29.0,male,Associate,181267.0,8,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.62,0.07,9.0,719.0,Yes,0.0
3479,25.0,female,Bachelor,47921.0,7,RENT,10750.0,HOMEIMPROVEMENT,14.59,0.22,4.0,661.0,No,1.0
9975,,,Associate,67098.0,0,RENT,9000.0,HOMEIMPROVEMENT,14.72,0.13,2.0,,Yes,
26550,33.0,female,Bachelor,126836.0,11,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.74,0.06,10.0,627.0,No,
29826,38.0,male,,61108.0,15,RENT,4000.0,VENTURE,7.88,0.07,12.0,608.0,Yes,0.0
37153,32.0,male,Bachelor,46886.0,9,RENT,9697.0,VENTURE,10.83,0.21,9.0,662.0,No,0.0
24723,32.0,female,Bachelor,91266.0,11,MORTGAGE,2000.0,EDUCATION,15.65,0.02,10.0,632.0,No,0.0
16313,,female,Bachelor,73062.0,0,RENT,,EDUCATION,12.18,0.14,2.0,582.0,No,0.0
8276,23.0,male,Bachelor,44325.0,0,RENT,7500.0,PERSONAL,12.61,0.17,2.0,656.0,No,1.0
12821,,male,Associate,103117.0,5,MORTGAGE,4000.0,HOMEIMPROVEMENT,6.54,0.04,3.0,,Yes,0.0
1323,23.0,female,Associate,32279.0,0,MORTGAGE,5000.0,MEDICAL,7.91,0.15,2.0,565.0,Yes,0.0
32796,25.0,female,Associate,42804.0,4,RENT,6401.0,MEDICAL,11.03,0.15,3.0,638.0,Yes,0.0
1505,25.0,male,Associate,107530.0,0,RENT,1300.0,VENTURE,10.59,0.01,4.0,,Yes,0.0
13295,22.0,female,Associate,36981.0,1,RENT,2800.0,DEBTCONSOLIDATION,6.54,0.08,3.0,661.0,Yes,0.0
3894,25.0,male,High School,48253.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.51,0.12,2.0,609.0,No,0.0
40885,32.0,male,High School,120021.0,13,MORTGAGE,9939.0,EDUCATION,11.33,0.08,7.0,536.0,Yes,0.0
26076,28.0,,Associate,116044.0,5,MORTGAGE,17000.0,VENTURE,7.88,0.15,7.0,709.0,Yes,0.0
42002,26.0,male,Bachelor,74153.0,2,MORTGAGE,2010.0,EDUCATION,7.89,0.03,3.0,684.0,No,0.0
16517,22.0,male,Bachelor,55069.0,0,RENT,4000.0,EDUCATION,11.01,0.07,3.0,,Yes,0.0
16487,25.0,female,Associate,55058.0,3,RENT,5000.0,EDUCATION,10.74,0.09,4.0,631.0,Yes,0.0
12239,23.0,male,High School,40403.0,0,RENT,12000.0,DEBTCONSOLIDATION,8.49,0.3,3.0,612.0,No,1.0
24053,32.0,male,High School,84951.0,12,MORTGAGE,,PERSONAL,11.49,0.21,8.0,651.0,Yes,
6561,24.0,female,High School,61098.0,0,MORTGAGE,11000.0,VENTURE,16.89,0.18,3.0,595.0,Yes,0.0
35676,22.0,female,High School,52688.0,0,RENT,6000.0,VENTURE,7.62,0.11,4.0,491.0,Yes,0.0
28361,,female,Associate,122314.0,9,RENT,20000.0,DEBTCONSOLIDATION,7.9,0.16,5.0,720.0,No,0.0
28440,28.0,female,,109199.0,7,MORTGAGE,12000.0,PERSONAL,8.32,0.11,9.0,,No,0.0
38592,,female,Bachelor,156374.0,4,MORTGAGE,27300.0,PERSONAL,10.57,0.17,6.0,608.0,Yes,0.0
17169,24.0,male,High School,84887.0,2,MORTGAGE,8950.0,MEDICAL,11.89,0.11,2.0,624.0,Yes,0.0
35415,30.0,female,Associate,116139.0,8,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.55,0.05,8.0,645.0,Yes,0.0
483,23.0,male,Master,82567.0,0,RENT,23000.0,EDUCATION,9.62,0.28,2.0,,No,1.0
33868,,female,Bachelor,45176.0,3,RENT,5500.0,VENTURE,11.35,0.12,6.0,628.0,No,0.0
44412,,male,High School,80550.0,3,RENT,24000.0,EDUCATION,7.83,0.3,4.0,648.0,No,1.0
33735,24.0,male,Master,37233.0,2,RENT,6000.0,MEDICAL,7.51,0.16,3.0,718.0,Yes,
8007,25.0,female,Bachelor,66880.0,3,MORTGAGE,15000.0,EDUCATION,11.01,0.22,3.0,626.0,Yes,0.0
7866,25.0,female,Associate,67244.0,1,MORTGAGE,5000.0,EDUCATION,15.99,0.07,4.0,553.0,Yes,0.0
27317,32.0,male,Master,158266.0,10,MORTGAGE,11200.0,DEBTCONSOLIDATION,10.25,0.07,5.0,,No,0.0
38333,26.0,female,Master,72768.0,2,MORTGAGE,5000.0,VENTURE,10.31,0.07,3.0,709.0,Yes,0.0
34002,27.0,female,Associate,48864.0,1,RENT,4833.0,EDUCATION,8.69,0.1,4.0,625.0,Yes,0.0
36635,24.0,,High School,36782.0,0,RENT,8402.0,EDUCATION,14.64,0.23,4.0,673.0,No,0.0
759,,male,Bachelor,26954.0,0,MORTGAGE,2000.0,EDUCATION,6.17,0.07,4.0,511.0,Yes,0.0
1162,26.0,male,Master,30654.0,3,MORTGAGE,7000.0,MEDICAL,6.99,0.23,2.0,609.0,Yes,0.0
17863,28.0,female,,199236.0,4,RENT,35000.0,DEBTCONSOLIDATION,11.49,0.18,9.0,679.0,No,0.0
21602,30.0,female,Bachelor,59997.0,4,MORTGAGE,9250.0,HOMEIMPROVEMENT,11.01,0.15,8.0,711.0,Yes,
39152,,female,Associate,51320.0,0,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.59,0.14,4.0,684.0,No,0.0
29556,44.0,female,Bachelor,37167.0,20,MORTGAGE,7500.0,PERSONAL,11.01,0.2,16.0,627.0,Yes,0.0
35906,26.0,female,,89254.0,1,MORTGAGE,10000.0,EDUCATION,6.7,0.11,4.0,634.0,Yes,0.0
13281,23.0,female,Bachelor,108902.0,0,MORTGAGE,4800.0,MEDICAL,10.36,0.04,4.0,686.0,No,0.0
24244,35.0,male,Bachelor,38085.0,15,RENT,4200.0,EDUCATION,14.79,0.11,6.0,682.0,No,0.0
16545,24.0,male,High School,73044.0,4,MORTGAGE,21000.0,DEBTCONSOLIDATION,11.01,0.29,3.0,677.0,Yes,0.0
8280,25.0,male,Bachelor,69240.0,5,MORTGAGE,13000.0,PERSONAL,8.9,0.19,2.0,709.0,No,0.0
31166,43.0,male,High School,37011.0,21,RENT,11525.0,PERSONAL,13.57,0.31,17.0,588.0,No,1.0
24700,34.0,male,Doctorate,87246.0,8,RENT,10000.0,HOMEIMPROVEMENT,7.51,0.11,7.0,650.0,Yes,0.0
33982,22.0,male,Bachelor,42943.0,4,MORTGAGE,8000.0,EDUCATION,6.84,0.19,3.0,679.0,No,0.0
20685,33.0,male,,51563.0,13,MORTGAGE,6400.0,VENTURE,7.88,0.12,10.0,585.0,No,0.0
12341,,female,High School,96734.0,4,MORTGAGE,8500.0,PERSONAL,11.14,0.09,2.0,634.0,Yes,0.0
16783,22.0,female,High School,55817.0,0,RENT,11000.0,DEBTCONSOLIDATION,10.59,0.2,2.0,662.0,Yes,0.0
26183,34.0,male,Bachelor,53840.0,13,RENT,14000.0,DEBTCONSOLIDATION,15.65,0.26,7.0,645.0,No,1.0
31756,43.0,male,Associate,166768.0,23,MORTGAGE,9900.0,HOMEIMPROVEMENT,6.99,0.06,14.0,604.0,Yes,0.0
24914,30.0,male,Associate,94713.0,9,MORTGAGE,10800.0,EDUCATION,10.36,0.11,9.0,655.0,Yes,0.0
