message,emotion
i am feeling a bit on the mend today albeit my tummy is still a little tender,love
i feel very very sympathetic towards them,love
i just wanted to feel lively and cheery at the end of it all,joy
i feel afraid to take thes,fear
i feel about the sweet bundle i havent even met yet well lets just say its beyond special to me,love
im feeling pretty special today and pretty patriotic as well,joy
i love that i can look up anything i am feeling curious about,surprise
i am conflicted in what i should feel partly i am relieved that i will no longer be pooped on but on the other hand next week i will have to take a quiz for biology,joy
i feel shocked and very excited at the same time,surprise
i have to listen to my dads help for hours when my brothers and sisters fuck up on something and made feel guilty for not doing things that it is expected of you,sadness
im definitely feeling it and some mornings its now getting cold enough for me to see my breath in the morning appear and dissipate as a quick little cloud,anger
i feel shocked when i saw at the visitors widget at lest sidebar of my blog that the first country is malaysia with visitors second us united state with visitors,surprise
i shut down my feelings and sometimes i am bitchy and cranky because they dont know how to come out yet,anger
i feel selfish when i feel so much negativity my life is filled with so many blessings opportunities that one would only dream of,anger
im feeling a little generous today so i think hed get his five points,love
i have a feeling i might look back at this picture in years and be shocked at how cheap a slice was i m even a little shocked now,surprise
